Time [hour],Load [MWh],Actual_Load [MWh],Price [Euro/kWh],Actual_Price [Euro/kWh]
,predicted load,actual_load,predicted price,actual_price
6133,26235.41,24958,,
6134,25811.201,23587,,
6135,24473.004,22847,,
6136,23870.473,22683,,
6137,23857.053,22871,,
6138,24147.658,24233,,
6139,25484.197,27040,,
6140,28349.867,26987,,
6141,27785.367,25089,,
6142,25520.668,23307,,
6143,23962.508,21960,,
6144,23011.055,20776,,
6145,22251.045,20087,,
6146,21857.012,19886,,
6147,21825.184,19807,,
6148,21882.365,20435,,
6149,22438.285,23097,,
6150,24820.574,26703,,
6151,28501.629,28643,,
6152,29980.309,29551,,
6153,30073.182,30010,,
6154,30029.05,30189,,
6155,29954.42,30539,,
6156,30254.89,30560,,
6157,30141.695,29723,,
6158,29099.557,29001,,
6159,28494.078,28597,,
6160,28292.535,28391,,
6161,28240.236,28301,,
6162,28244.406,29407,,
6163,29577.184,31757,,
6164,32209.795,30970,,
6165,30307.635,28044,,
6166,27013.479,25650,,
6167,25235.361,24228,,
6168,24446.535,22977,,
6169,23714.168,22230,,
6170,23327.926,21840,,
6171,23187.46,21856,,
6172,23335.03,22363,,
6173,23865.457,24703,,
6174,26107.957,28132,,
6175,29659.008,29697,,
6176,30612.26,30496,,
6177,30678.754,31041,,
6178,30844.383,31164,,
6179,30698.873,31555,,
6180,31081.035,31384,,
6181,30706.021,30459,,
6182,29600.58,29472,,
6183,28738.613,29025,,
6184,28576.922,29153,,
6185,28947.71,28898,,
6186,28688.41,30063,,
6187,30129.854,32408,,
6188,32748.168,31487,,
6189,30619.3,28361,,
6190,27133.176,25996,,
6191,25457.508,24602,,
6192,24719.12,23342,,
6193,23976.387,22415,,
6194,23436.49,22105,,
6195,23363.156,22090,,
6196,23502.947,22432,,
6197,23893.955,24640,,
6198,26005.445,28074,,
6199,29575.352,29749,,
6200,30690.875,30723,,
6201,30947.705,31286,,
6202,31067.76,31388,,
6203,30869.62,31669,,
6204,31119.438,31459,,
6205,30736.121,30583,,
6206,29711.48,29705,,
6207,28964.738,29191,,
6208,28694.92,29127,,
6209,28851.32,28990,,
6210,28779.008,30145,,
6211,30203.656,32501,,
6212,32830.242,31619,,
6213,30736.395,28584,,
6214,27323.793,26193,,
6215,25600.922,24781,,
6216,24845.68,23525,,
6217,24105.586,22626,,
6218,23590.371,22353,,
6219,23552.273,22266,,
6220,23631.078,22605,,
6221,24015.635,24790,,
6222,26121.725,28315,,
6223,29808.99,30042,,
6224,30957.582,31025,,
6225,31195.578,31384,,
6226,31049.994,31477,,
6227,30915.115,31549,,
6228,30924.93,31315,,
6229,30592.867,30242,,
6230,29360.988,29225,,
6231,28520.719,28674,,
6232,28258.637,28392,,
6233,28187.484,28350,,
6234,28283.54,29593,,
6235,29784.078,31459,,
6236,31767.16,30949,,
6237,30377.55,28286,,
6238,27301.488,26165,,
6239,25711.012,24917,,
6240,25031.086,23548,,
6241,24139.75,22470,,
6242,23451.268,21907,,
6243,23166.475,21631,,
6244,23092.36,21308,,
6245,22938.441,21856,,
6246,23453.459,23039,,
6247,24572.637,24228,,
6248,25674.703,26170,,
6249,27460.459,27772,,
6250,28802.27,28072,,
6251,28569.277,27916,,
6252,28084.828,27953,,
6253,28065.227,27334,,
6254,27378.004,25808,,
6255,25903.54,25071,,
6256,25424.254,24661,,
6257,25260.594,24727,,
6258,25486.465,26237,,
6259,27102.973,28399,,
6260,29339.355,28518,,
6261,28886.379,26396,,
6262,26316.387,24490,,
6263,24699.938,22705,,
6264,23422.357,21301,,
6265,22515.246,20235,,
6266,21873.91,19594,,
6267,21529.139,19292,,
6268,21419.324,19260,,
6269,21490.82,19583,,
6270,21807.844,20194,,
6271,22349.74,20703,,
6272,22805.984,22453,,
6273,24273.547,24337,,
6274,26011.477,25078,,
6275,26471.883,25559,,
6276,26607.14,25825,,
6277,26642.055,25620,,
6278,26296.398,23948,,
6279,24656.826,23242,,
6280,24112.355,22995,,
6281,24060.48,23235,,
6282,24412.795,25089,,
6283,26269.832,27601,,
6284,28835.432,27552,,
6285,28179.992,25865,,
6286,26095.018,23917,,
6287,24363.48,22407,,
6288,23278.855,21092,,
6289,22424.385,20430,,
6290,22064.848,20145,,
6291,21993.172,20292,,
6292,22224.244,20922,,
6293,22823.84,23728,,
6294,25385.281,27568,,
6295,29360.066,29658,,
6296,30896.8,30579,,
6297,30892.383,31046,,
6298,30841.996,30980,,
6299,30465.18,31281,,
6300,30802.11,31094,,
6301,30460.3,30232,,
6302,29451.803,29256,,
6303,28584.348,29023,,
6304,28655.912,28878,,
6305,28657.037,28766,,
6306,28610.145,30707,,
6307,30986.164,32702,,
6308,32912.47,31573,,
6309,30555.848,28512,,
6310,27237.504,26080,,
6311,25500.43,24444,,
6312,24546.244,23172,,
6313,23817.383,22398,,
6314,23429.21,22073,,
6315,23354.355,22106,,
6316,23526.777,22583,,
6317,24033.877,24728,,
6318,26093.445,28250,,
6319,29755.027,30195,,
6320,31171.695,30933,,
6321,31038.121,31538,,
6322,31263.139,32027,,
6323,31551.709,32367,,
6324,31731.57,32278,,
6325,31440.934,31157,,
6326,30049.666,29945,,
6327,28990.352,29336,,
6328,28731.912,29399,,
6329,29095.799,29566,,
6330,29359.598,31121,,
6331,31221.627,32673,,
6332,32644.195,31619,,
6333,30582.066,28425,,
6334,27125.648,25945,,
6335,25375.643,24492,,
6336,24607.963,23261,,
6337,23909.03,22462,,
6338,23486.52,22082,,
6339,23356.564,22028,,
6340,23451.658,22571,,
6341,24016.096,24931,,
6342,26303.203,28346,,
6343,29848.035,30230,,
6344,31167.336,30815,,
6345,30865.982,31183,,
6346,30857.668,31533,,
6347,31073.328,31868,,
6348,31320.957,31736,,
6349,30995.582,30577,,
6350,29589.598,29675,,
6351,28904.395,28988,,
6352,28464.938,28869,,
6353,28605.18,28948,,
6354,28813.965,30616,,
6355,30824.184,32255,,
6356,32361.469,31346,,
6357,30462.049,28235,,
6358,27046.438,25798,,
6359,25298.29,24475,,
6360,24631.814,23148,,
6361,23833.025,22365,,
6362,23413.764,22168,,
6363,23439.65,21994,,
6364,23439.121,22536,,
6365,23984.348,24710,,
6366,26082.035,28400,,
6367,29941.531,30190,,
6368,31130.043,30788,,
6369,30846.611,31346,,
6370,31074.201,31631,,
6371,31138.578,32114,,
6372,31581.135,32009,,
6373,31233.365,30891,,
6374,29849.227,29750,,
6375,28870.863,29273,,
6376,28739.738,29331,,
6377,29056.438,29395,,
6378,29187.312,30790,,
6379,30865.098,32410,,
6380,32447.855,31629,,
6381,30728.902,28568,,
6382,27302.27,26163,,
6383,25572.148,24624,,
6384,24701.379,23393,,
6385,23997.05,22444,,
6386,23449.908,22188,,
6387,23425.979,22021,,
6388,23441.1,22437,,
6389,23887.502,24582,,
6390,25948.812,28145,,
6391,29665.283,29963,,
6392,30938.543,30486,,
6393,30582.443,30955,,
6394,30716.723,31124,,
6395,30676.521,31255,,
6396,30726.97,31031,,
6397,30380.824,30115,,
6398,29334.008,28981,,
6399,28308.223,28417,,
6400,28044.32,28148,,
6401,27997.688,28008,,
6402,27984.527,29482,,
6403,29762.105,31081,,
6404,31361.883,30373,,
6405,29834.371,27572,,
6406,26739.846,25448,,
6407,25181.434,24046,,
6408,24360.158,22790,,
6409,23597.607,21790,,
6410,22990.098,21254,,
6411,22719.453,20922,,
6412,22589.785,20809,,
6413,22595.785,21397,,
6414,23142.283,22446,,
6415,24115.855,23566,,
6416,25131.152,25388,,
6417,26778.57,26832,,
6418,27977.758,27301,,
6419,28016.207,27531,,
6420,27946.71,27645,,
6421,27914.883,27081,,
6422,27233.24,25473,,
6423,25659.047,24446,,
6424,24896.16,24256,,
6425,24956.957,24305,,
6426,25178.469,26137,,
6427,27100.863,27815,,
6428,28753.89,27866,,
6429,28315.166,25806,,
6430,25917.33,24041,,
6431,24429.166,22538,,
6432,23375.021,21056,,
6433,22388.445,19996,,
6434,21723.8,19227,,
6435,21278.885,18769,,
6436,21042.816,18616,,
6437,21012.28,18767,,
6438,21193.154,19198,,
6439,21580.117,19595,,
6440,21946.307,20884,,
6441,22975.635,23180,,
6442,25033.006,24349,,
6443,26038.63,24906,,
6444,26231.793,25188,,
6445,26217.117,25900,,
6446,26766.49,25353,,
6447,26064.285,23839,,
6448,24586.236,23354,,
6449,24242.32,23299,,
6450,24353.084,25189,,
6451,26287.938,26720,,
6452,27813.781,27159,,
6453,27894.277,26647,,
6454,27044.855,25093,,
6455,25445.926,23121,,
6456,23799.68,21723,,
6457,22821.098,20633,,
6458,22145.678,20033,,
6459,21829.957,19702,,
6460,21707.172,19916,,
6461,21962.062,20726,,
6462,22697.375,23413,,
6463,25138.63,26888,,
6464,28662.46,28951,,
6465,30255.107,30262,,
6466,30807.352,30723,,
6467,30633.658,30730,,
6468,30310.047,31011,,
6469,30584.98,30982,,
6470,30442.293,30248,,
6471,29534.863,29379,,
6472,28736.605,28990,,
6473,28588.77,29103,,
6474,28912.969,30743,,
6475,30917.898,32294,,
6476,32348.23,32553,,
6477,31940.121,31335,,
6478,30182.734,28362,,
6479,27136.707,25749,,
6480,25220.66,24096,,
6481,24270.67,22682,,
6482,23437.395,21993,,
6483,23126.104,21758,,
6484,23136.762,21845,,
6485,23355.361,22477,,
6486,23988.414,24857,,
6487,26273.248,28118,,
6488,29616.547,30199,,
6489,31204.215,31272,,
6490,31468.309,31468,,
6491,31052.65,31420,,
6492,30791.842,31497,,
6493,30871.637,31459,,
6494,30794.389,30651,,
6495,29806.553,29822,,
6496,29083.523,29532,,
6497,29054.66,29619,,
6498,29326.664,31299,,
6499,31407.309,32591,,
6500,32464.988,32992,,
6501,32325.666,31667,,
6502,30389.143,28576,,
6503,27229.125,25756,,
6504,25152.723,24309,,
6505,24433.016,23136,,
6506,23814.123,22407,,
6507,23460.02,22128,,
6508,23414.312,22036,,
6509,23473.488,22669,,
6510,24105.244,25080,,
6511,26452.297,28193,,
6512,29640.285,29962,,
6513,30860.404,31025,,
6514,31227.273,31422,,
6515,31105.17,31651,,
6516,31119.146,31884,,
6517,31276.383,31914,,
6518,31200.906,30936,,
6519,29956.172,30079,,
6520,29254.838,29706,,
6521,29154.223,29972,,
6522,29668.861,31435,,
6523,31450.047,32785,,
6524,32627.688,33100,,
6525,32367.766,31901,,
6526,30620.285,29032,,
6527,27644.574,26398,,
6528,25680.94,24802,,
6529,24791.223,23461,,
6530,24010.043,22647,,
6531,23592.982,22403,,
6532,23595.5,22371,,
6533,23722.277,22907,,
6534,24281.516,25205,,
6535,26525.3,28411,,
6536,29833.627,30144,,
6537,30997.855,31165,,
6538,31313.84,31498,,
6539,31128.338,31631,,
6540,31051.82,31836,,
6541,31215.965,31753,,
6542,31018.02,30800,,
6543,29853.389,29990,,
6544,29206.059,29533,,
6545,28990.643,29692,,
6546,29393.377,31263,,
6547,31336.02,32662,,
6548,32562.43,32912,,
6549,32195.756,31708,,
6550,30468.008,29009,,
6551,27696.254,26426,,
6552,25735.078,24860,,
6553,24851.781,23499,,
6554,24041.352,22623,,
6555,23566.766,22350,,
6556,23543.77,22204,,
6557,23576.879,22723,,
6558,24119.072,24993,,
6559,26330.777,28150,,
6560,29583.33,30039,,
6561,30970.79,31013,,
6562,31192.664,31182,,
6563,30805.98,31427,,
6564,30928.055,31485,,
6565,30879.762,31288,,
6566,30588.709,30336,,
6567,29488.297,29449,,
6568,28756.201,29051,,
6569,28625.91,28919,,
6570,28675.746,30539,,
6571,30706.016,31576,,
6572,31532.244,31628,,
6573,31081.084,30719,,
6574,29838.508,28260,,
6575,27288.86,25882,,
6576,25447.008,24506,,
6577,24672.77,23071,,
6578,23762.074,21990,,
6579,23094.156,21476,,
6580,22856.348,21215,,
6581,22798.457,21266,,
6582,22947.045,21797,,
6583,23464.947,22476,,
6584,24100.99,23771,,
6585,25260.848,26023,,
6586,27398.797,27041,,
6587,28089.361,27209,,
6588,27801.152,27372,,
6589,27744.27,27604,,
6590,27897.559,27093,,
6591,27270.379,25610,,
6592,25800.871,24742,,
6593,25166.836,24563,,
6594,25220.336,26426,,
6595,27273.645,27697,,
6596,28515.303,28065,,
6597,28515.059,27557,,
6598,27688.422,25825,,
6599,25896.648,23765,,
6600,24186.496,22060,,
6601,22984.725,20796,,
6602,22191.55,19942,,
6603,21708.088,19448,,
6604,21471.465,19209,,
6605,21401.688,19238,,
6606,21504.453,19541,,
6607,21798.78,19726,,
6608,22002.766,20444,,
6609,22568.273,22371,,
6610,24222.11,23969,,
6611,25699.625,24509,,
6612,25962.312,24557,,
6613,25711.07,25250,,
6614,26230.068,25214,,
6615,26079.203,23598,,
6616,24474.43,22662,,
6617,23689.395,22534,,
6618,23714.287,24526,,
6619,25715.35,26135,,
6620,27359.697,26740,,
6621,27643.64,26471,,
6622,27024.219,25015,,
6623,25463.686,23308,,
6624,24006.209,21737,,
6625,22855.22,20592,,
6626,22109.822,19873,,
6627,21702.086,19567,,
6628,21591.898,19658,,
6629,21764.818,20141,,
6630,22229.365,22232,,
6631,24044.861,24286,,
6632,26028.023,25694,,
6633,27162.105,27359,,
6634,28472.191,28319,,
6635,28996.988,28666,,
6636,28931.994,28842,,
6637,28891.518,29161,,
6638,29147.984,28747,,
6639,28560.652,27557,,
6640,27304.066,26829,,
6641,26789.387,26844,,
6642,27049.434,28643,,
6643,29165.95,29830,,
6644,30211.074,30156,,
6645,30090.895,29115,,
6646,28621.395,26901,,
6647,26418.781,24731,,
6648,24732.014,23401,,
6649,23927.398,22203,,
6650,23205.61,21400,,
6651,22750.812,21083,,
6652,22649.518,20996,,
6653,22708.12,21562,,
6654,23258.955,24241,,
6655,25773.766,27668,,
6656,29309.79,29381,,
6657,30443.54,30456,,
6658,30796.756,30934,,
6659,30766.367,31079,,
6660,30640.613,31532,,
6661,31093.143,31589,,
6662,30977.934,30728,,
6663,29856.125,29771,,
6664,28989.574,29139,,
6665,28602.605,29450,,
6666,29232.582,31020,,
6667,31142.646,31930,,
6668,31754.082,32180,,
6669,31589.723,30997,,
6670,29937.281,28337,,
6671,27240.809,25763,,
6672,25279.262,24216,,
6673,24393.955,22887,,
6674,23614.203,22219,,
6675,23309.887,21883,,
6676,23227.664,21912,,
6677,23388.113,22458,,
6678,23948.94,24840,,
6679,26238.916,28222,,
6680,29735.324,30180,,
6681,31155.191,31569,,
6682,31834.592,32294,,
6683,31973.73,32681,,
6684,32033.152,33083,,
6685,32319.121,33117,,
6686,32160.086,32149,,
6687,30891.275,31185,,
6688,30069.055,30764,,
6689,29964.102,30879,,
6690,30333.52,32402,,
6691,32258.836,33247,,
6692,32746.342,33486,,
6693,32588.475,32129,,
6694,30704.98,29385,,
6695,27928.844,26707,,
6696,25895.95,25015,,
6697,24921.297,23636,,
6698,24114.762,22878,,
6699,23757.25,22588,,
6700,23729.375,22529,,
6701,23831.24,23168,,
6702,24488.797,25346,,
6703,26634.238,28604,,
6704,30003.578,30549,,
6705,31416.04,31941,,
6706,32114.89,32641,,
6707,32227.979,32854,,
6708,32079.555,32993,,
6709,32105.95,32881,,
6710,31883.666,32077,,
6711,30902.258,30949,,
6712,29823.557,30348,,
6713,29544.453,30542,,
6714,30072.73,31952,,
6715,31844.17,32686,,
6716,32243.844,32753,,
6717,31925.29,31381,,
6718,30119.342,28620,,
6719,27378.56,26025,,
6720,25438.777,24509,,
6721,24603.688,23107,,
6722,23760.625,22298,,
6723,23339.795,21974,,
6724,23271.195,21977,,
6725,23423.816,22599,,
6726,24058.268,24852,,
6727,26236.238,27984,,
6728,29438.234,29827,,
6729,30779.242,31071,,
6730,31357.129,31728,,
6731,31485.922,31906,,
6732,31321.04,32034,,
6733,31344.16,31910,,
6734,31116.445,30996,,
6735,30016.555,29950,,
6736,29081.426,29207,,
6737,28602.11,29370,,
6738,29098.047,30873,,
6739,30970.426,31418,,
6740,31172.348,31363,,
6741,30776.55,30406,,
6742,29562.992,28000,,
6743,27117.793,25824,,
6744,25466.91,24295,,
6745,24517.326,22945,,
6746,23675.932,21936,,
6747,23071.393,21253,,
6748,22695.164,20816,,
6749,22482.512,20850,,
6750,22609.39,21429,,
6751,23174.016,22414,,
6752,24089.506,23566,,
6753,25128.23,25975,,
6754,27393.521,27599,,
6755,28744.479,28135,,
6756,28728.547,28347,,
6757,28582.588,28770,,
6758,28895.875,28005,,
6759,27891.664,26106,,
6760,25999.045,25087,,
6761,25313.684,24880,,
6762,25409.922,26805,,
6763,27590.363,27789,,
6764,28504.205,28006,,
6765,28375.52,27807,,
6766,27949.84,26121,,
6767,26151.443,23864,,
6768,24227.316,22041,,
6769,22933.117,20652,,
6770,22057.63,19741,,
6771,21540.756,19071,,
6772,21188.742,18901,,
6773,21156.883,18967,,
6774,21304.352,19422,,
6775,21717.973,19861,,
6776,22131.457,20380,,
6777,22561.781,22727,,
6778,24547.887,24410,,
6779,26132.582,25181,,
6780,26565.29,25409,,
6781,26432.283,26020,,
6782,26843.43,25742,,
6783,26407.13,23892,,
6784,24581.324,23040,,
6785,23917.553,22994,,
6786,24057.645,25356,,
6787,26488.543,26701,,
6788,27817.113,27427,,
6789,28186.727,27159,,
6790,27539.38,25882,,
6791,26121.043,24156,,
6792,24606.078,22316,,
6793,23210.988,21150,,
6794,22451.938,20330,,
6795,21989.809,20169,,
6796,21999.34,20301,,
6797,22236.725,21031,,
6798,22915.098,23589,,
6799,25255.762,26960,,
6800,28671.082,28903,,
6801,30142.973,30182,,
6802,30706.668,30913,,
6803,30896.29,31061,,
6804,30659.531,31250,,
6805,30753.5,31214,,
6806,30616.2,30442,,
6807,29665.066,29373,,
6808,28648.758,28623,,
6809,28149.197,28872,,
6810,28727.562,30828,,
6811,31122.277,31849,,
6812,31782.82,32106,,
6813,31552,31132,,
6814,30139.703,28564,,
6815,27456.71,26144,,
6816,25604.607,24568,,
6817,24665.426,23176,,
6818,23813.344,22385,,
6819,23405.484,22049,,
6820,23327.123,22071,,
6821,23494.7,22579,,
6822,24031.266,24877,,
6823,26247.86,28168,,
6824,29644.781,29888,,
6825,30803.06,30963,,
6826,31182.855,31498,,
6827,31230.062,31605,,
6828,31039.408,31635,,
6829,30976.809,31520,,
6830,30805.297,30593,,
6831,29702.219,29760,,
6832,29020.701,29145,,
6833,28625.438,29482,,
6834,29272.492,31414,,
6835,31632.547,32578,,
6836,32421.57,32924,,
6837,32238.33,31696,,
6838,30453.348,29028,,
6839,27720.71,26472,,
6840,25778.787,24945,,
6841,24926.629,23562,,
6842,24089.14,22681,,
6843,23607.03,22421,,
6844,23596.156,22393,,
6845,23731.84,22982,,
6846,24343.734,25269,,
6847,26584.908,28741,,
6848,30205.016,30552,,
6849,31397.277,31647,,
6850,31735.346,31851,,
6851,31347.127,31859,,
6852,31160.57,32068,,
6853,31388.93,31887,,
6854,31075.469,31036,,
6855,30071.27,30276,,
6856,29457.26,29498,,
6857,28845.467,29854,,
6858,29564.258,31796,,
6859,31963.684,32615,,
6860,32282.328,32943,,
6861,32215.383,31669,,
6862,30406.012,28831,,
6863,27508.889,26130,,
6864,25475.816,24607,,
6865,24657.557,23289,,
6866,23897.879,22618,,
6867,23598.188,22316,,
6868,23547.213,22167,,
6869,23559.71,22803,,
6870,24197.809,25210,,
6871,26557.193,28721,,
6872,30220.082,30496,,
6873,31348.867,31585,,
6874,31682.555,32036,,
6875,31608.11,32092,,
6876,31386.477,32116,,
6877,31346.355,32018,,
6878,31202.895,31133,,
6879,30135.578,30252,,
6880,29385.303,29627,,
6881,28992.268,30317,,
6882,30088.451,31987,,
6883,32039.49,32604,,
6884,32153.299,32748,,
6885,31954.16,31547,,
6886,30332.414,28852,,
6887,27584.436,26325,,
6888,25680.16,24696,,
6889,24726.492,23317,,
6890,23902.322,22574,,
6891,23544.963,22278,,
6892,23505.031,22233,,
6893,23615.156,22889,,
6894,24280.01,25249,,
6895,26591.508,28674,,
6896,30147.812,30405,,
6897,31242.275,31503,,
6898,31616.023,32087,,
6899,31711.77,32168,,
6900,31469.06,32093,,
6901,31284.844,31975,,
6902,31152.125,30943,,
6903,29920.281,29815,,
6904,28932.504,29120,,
6905,28541.395,29373,,
6906,29137.004,31156,,
6907,31336.688,31884,,
6908,31652.836,31996,,
6909,31366.766,30981,,
6910,29989.842,28405,,
6911,27335.09,26060,,
6912,25564.297,24568,,
6913,24692.572,23254,,
6914,23896.393,22276,,
6915,23319.426,21619,,
6916,22963.066,21378,,
6917,22906.68,21313,,
6918,22966.889,21754,,
6919,23405.479,22842,,
6920,24410.125,23857,,
6921,25337.129,26255,,
6922,27604.584,27685,,
6923,28740.955,28274,,
6924,28820.695,28434,,
6925,28629.148,28951,,
6926,29065.996,28496,,
6927,28382.266,26610,,
6928,26397.764,25624,,
6929,25728.219,25669,,
6930,26080.184,27469,,
6931,28159.77,28137,,
6932,28667.945,28615,,
6933,28888.27,28327,,
6934,28333.541,26386,,
6935,26250.154,24173,,
6936,24406.617,22302,,
6937,23093.832,20813,,
6938,22148.707,19730,,
6939,21509.195,19219,,
6940,21263.242,19072,,
6941,21278.803,19159,,
6942,21448.27,19710,,
6943,21936.611,20095,,
6944,22317.014,20473,,
6945,22623.557,22348,,
6946,24173.5,24169,,
6947,25870.557,25069,,
6948,26497.035,25355,,
6949,26428.281,26173,,
6950,27034.777,25928,,
6951,26590.635,24175,,
6952,24810.902,23109,,
6953,23947.379,23378,,
6954,24368.578,25596,,
6955,26702.797,26757,,
6956,27803.324,27475,,
6957,28187.75,27083,,
6958,27431.652,25683,,
6959,25925.094,23693,,
6960,24209.41,22135,,
6961,23086.348,20871,,
6962,22272.879,20175,,
6963,21889.861,19990,,
6964,21885.916,20068,,
6965,22071.494,20915,,
6966,22828.922,23717,,
6967,25406.852,27302,,
6968,29074.81,29429,,
6969,30688.242,30710,,
6970,31155.648,31303,,
6971,31141.71,31400,,
6972,30886.281,31406,,
6973,30786.852,31384,,
6974,30739,30552,,
6975,29721.406,29559,,
6976,28813.643,28990,,
6977,28506.184,29340,,
6978,29164.68,31193,,
6979,31411.992,31986,,
6980,31772.68,32321,,
6981,31733.594,30985,,
6982,29863.035,28451,,
6983,27354.523,25844,,
6984,25338.39,24308,,
6985,24461.516,23221,,
6986,23892.076,22324,,
6987,23389.625,21974,,
6988,23275.184,21926,,
6989,23377.945,22610,,
6990,24064.652,25075,,
6991,26466.38,28548,,
6992,30070.426,30378,,
6993,31277.404,31532,,
6994,31679.88,31863,,
6995,31424.387,31871,,
6996,31182.078,31916,,
6997,31193.766,31837,,
6998,31070.662,30885,,
6999,29916.855,29850,,
7000,29005.9,29240,,
7001,28678.465,29633,,
7002,29411.932,31666,,
7003,31898.477,32536,,
7004,32256.02,32802,,
7005,32080.816,31618,,
7006,30406.973,29016,,
7007,27741.207,26407,,
7008,25725.38,24663,,
7009,24670.285,23436,,
7010,23995.053,22646,,
7011,23604.379,22345,,
7012,23553.766,22269,,
7013,23636.65,22900,,
7014,24279.684,25245,,
7015,26578.871,28926,,
7016,30444.234,30766,,
7017,31615.377,31787,,
7018,31815.523,32095,,
7019,31578.848,32109,,
7020,31366.69,32140,,
7021,31363.46,31882,,
7022,31020.748,30930,,
7023,29935.418,30001,,
7024,29162.855,29451,,
7025,28877.102,29853,,
7026,29603.363,31760,,
7027,31927.455,32564,,
7028,32233.172,32847,,
7029,32117.143,31492,,
7030,30229.953,28992,,
7031,27749.139,26361,,
7032,25695.146,24807,,
7033,24815.363,23462,,
7034,24018.668,22615,,
7035,23567.701,22288,,
7036,23496.936,22222,,
7037,23594.213,22865,,
7038,24252.486,25272,,
7039,26614.797,28852,,
7040,30358.867,30324,,
7041,31090.242,31343,,
7042,31427.906,31543,,
7043,31095.918,31526,,
7044,30886.844,31517,,
7045,30850.34,31480,,
7046,30803.871,30536,,
7047,29657.617,29621,,
7048,28880.152,28979,,
7049,28477.29,29364,,
7050,29189.531,31507,,
7051,31805.148,32173,,
7052,31886.488,32302,,
7053,31610.96,31020,,
7054,29896.422,28596,,
7055,27501.717,26236,,
7056,25696.496,24683,,
7057,24764.115,23381,,
7058,23981.05,22570,,
7059,23550.195,22085,,
7060,23339.062,22152,,
7061,23538.92,22723,,
7062,24144.906,25176,,
7063,26536.57,28780,,
7064,30307.387,30452,,
7065,31284.863,31511,,
7066,31601.596,31848,,
7067,31403.783,31681,,
7068,30950.574,31583,,
7069,30849.812,31503,,
7070,30792.898,30317,,
7071,29380.164,29248,,
7072,28508.025,28567,,
7073,28121.543,28967,,
7074,28863.885,30997,,
7075,31317.555,31646,,
7076,31459.8,31680,,
7077,31082.3,30610,,
7078,29677.895,28308,,
7079,27363.865,25877,,
7080,25443.844,24371,,
7081,24545.785,22861,,
7082,23583.5,21899,,
7083,23026.793,21297,,
7084,22729.648,21165,,
7085,22766.777,21220,,
7086,22928.19,21963,,
7087,23619.613,23155,,
7088,24727.61,24302,,
7089,25751.598,26807,,
7090,28130.25,28086,,
7091,29034.656,28312,,
7092,28696.598,28251,,
7093,28352.768,28526,,
7094,28601.508,27976,,
7095,27916.246,26554,,
7096,26482.902,25673,,
7097,25850.547,25866,,
7098,26302.648,28022,,
7099,28760.93,28866,,
7100,29364.617,29393,,
7101,29549.56,29017,,
7102,28833.445,27368,,
7103,27025.684,25212,,
7104,25165.344,23336,,
7105,23815.492,21702,,
7106,22739.094,20701,,
7107,22157.514,20179,,
7108,21928.648,19992,,
7109,21926.406,20060,,
7110,22085.785,20415,,
7111,22438.666,21125,,
7112,23064.418,21792,,
7113,23650.512,23621,,
7114,25250.281,25531,,
7115,27014.47,26152,,
7116,27265.895,25965,,
7117,26700.61,26484,,
7118,27099.623,26471,,
7119,26989.473,24881,,
7120,25346.693,24080,,
7121,24715.152,24446,,
7122,25251.145,27037,,
7123,28054.51,28265,,
7124,29097.926,29030,,
7125,29434.535,28793,,
7126,28766.25,27238,,
7127,26993.777,25124,,
7128,25135.666,23209,,
7129,23733.129,21842,,
7130,22866.498,20926,,
7131,22354.236,20726,,
7132,22363.455,20965,,
7133,22708.43,21796,,
7134,23509.428,24840,,
7135,26410.512,29132,,
7136,30955.746,31487,,
7137,32550.273,32814,,
7138,32827.902,33388,,
7139,32742.36,33379,,
7140,32367.16,33180,,
7141,32069.703,32886,,
7142,31773.79,32106,,
7143,30920.117,31357,,
7144,30311.629,30770,,
7145,29918.47,31232,,
7146,30756.926,33470,,
7147,33497.094,34287,,
7148,33596.42,34391,,
7149,33222.062,33051,,
7150,31404.434,30241,,
7151,28511.73,27392,,
7152,26318.809,25400,,
7153,25105.2,23908,,
7154,24241.965,22923,,
7155,23723.152,22662,,
7156,23743.766,22744,,
7157,23996.031,23524,,
7158,24801.723,26082,,
7159,27364.98,30249,,
7160,31838.068,32636,,
7161,33401.84,33803,,
7162,33484.65,34154,,
7163,33202.1,34126,,
7164,32923.03,33887,,
7165,32600.145,33715,,
7166,32483.227,32854,,
7167,31468.31,32171,,
7168,30976.848,31613,,
7169,30603.098,32375,,
7170,31828.432,34434,,
7171,34228.445,35183,,
7172,34236.664,35351,,
7173,33994.992,34027,,
7174,32156.21,31070,,
7175,29041.422,28185,,
7176,26858.79,26037,,
7177,25517.895,24378,,
7178,24524.02,23462,,
7179,24093.594,23172,,
7180,24115.379,23020,,
7181,24164.906,23596,,
7182,24788.016,26083,,
7183,27301.652,30364,,
7184,31954.68,32585,,
7185,33290.89,33757,,
7186,33438.418,34359,,
7187,33491.336,34367,,
7188,33142,34435,,
7189,33190.76,34456,,
7190,33181.32,33669,,
7191,32147.86,32911,,
7192,31528.996,32356,,
7193,31186.814,32808,,
7194,32035.68,34449,,
7195,34012.023,34993,,
7196,33954.074,35176,,
7197,33856.406,33685,,
7198,31808.004,30941,,
7199,29037.426,27935,,
7200,26655.762,25714,,
7201,25255.637,24126,,
7202,24344.527,23229,,
7203,23932.387,23008,,
