Time [hour],Load [MWh],Actual_Load [MWh],Price [Euro/kWh],Actual_Price [Euro/kWh]
,predicted load,actual_load,predicted price,actual_price
0,27658.797,27179,,
1,26352.781,25187,,
2,25030.98,24108,,
3,24490.918,23636,,
4,24391.082,23588,,
5,24564.455,24238,,
6,25296.613,26976,,
7,28139.637,31451,,
8,33063.594,33670,,
9,34140.77,34347,,
10,33617.016,34418,,
11,33228.594,34181,,
12,32841.05,33765,,
13,32401.49,33610,,
14,32397.275,32578,,
15,31170.254,31914,,
16,30770.734,31475,,
17,30548.223,31112,,
18,30314.613,32036,,
19,31645.375,33625,,
20,33358.066,33920,,
21,32997.875,33354,,
22,32042.316,31161,,
23,29516.008,28738,,
24,27506.715,26945,,
25,26353.912,25067,,
26,25033.482,23687,,
27,24164.457,22880,,
28,23752.78,22593,,
29,23726.117,22518,,
30,23817.973,23113,,
31,24436.945,24452,,
32,25737.305,25998,,
33,27195.629,28380,,
34,29484.203,29971,,
35,30648.756,30290,,
36,30269.623,29814,,
37,29388.512,29594,,
38,29200.79,28734,,
39,28301.55,27421,,
40,27088.768,26528,,
41,26481.129,26344,,
42,26575.914,27641,,
43,28137.7,29465,,
44,30072.41,30173,,
45,30334.977,30122,,
46,29849.945,28697,,
47,28109.11,26843,,
48,26435.287,24612,,
49,24667.885,22870,,
50,23489.785,21697,,
51,22799.57,21016,,
52,22469.646,20658,,
53,22352.223,20733,,
54,22530.156,21144,,
55,22958.4,21922,,
56,23671.268,22502,,
57,24186.127,24485,,
58,25964.605,26315,,
59,27653.98,26969,,
60,27888.633,26756,,
61,27271.375,26832,,
62,27230.656,26455,,
63,26804.176,25237,,
64,25619.46,24496,,
65,25059.766,24114,,
66,24877.957,25624,,
67,26509.703,28236,,
68,29309.348,29552,,
69,30216.941,29543,,
70,29532.238,28444,,
71,28076.932,26220,,
72,25930.164,24122,,
73,24325.383,22657,,
74,23391.438,21870,,
75,23005.895,21439,,
76,22863.828,21345,,
77,22934.143,22150,,
78,23714.057,25276,,
79,26767.105,29686,,
80,31501.07,32059,,
81,33014.547,32870,,
82,32605.578,33019,,
83,32201.438,32822,,
84,31807.182,32407,,
85,31342.504,32386,,
86,31492.357,31401,,
87,30296.393,30858,,
88,29994.02,30294,,
89,29571.445,29974,,
90,29422.223,30754,,
91,30526.57,32988,,
92,33131.63,33767,,
93,33181.61,32938,,
94,31626.336,30345,,
95,28726.521,27486,,
96,26413.414,25706,,
97,25386.441,24117,,
98,24402.545,23173,,
99,23907.082,22750,,
100,23789.879,22715,,
101,23936.68,23436,,
102,24696.63,26141,,
103,27426.184,30323,,
104,31928.922,32483,,
105,33177.82,33306,,
106,32907.703,33347,,
107,32395.906,33009,,
108,31875.049,32857,,
109,31812.418,32669,,
110,31654.145,31620,,
111,30423.684,31104,,
112,30194.082,30705,,
113,29966.41,30441,,
114,29831.316,31169,,
115,30856.924,33518,,
116,33617.79,34271,,
117,33561.47,33412,,
118,31967.156,30740,,
119,28970.863,27850,,
120,26651.87,26071,,
121,25648.188,24381,,
122,24569.459,23424,,
123,24072.27,23007,,
124,23971.994,22953,,
125,24109.266,23652,,
126,24856.895,26300,,
127,27545.621,30879,,
128,32564.934,33081,,
129,33702.29,33968,,
130,33448.027,33893,,
131,32760.07,33594,,
132,32344.422,33282,,
133,32070.918,33041,,
134,31910.912,31884,,
135,30570.352,31261,,
136,30261.828,30878,,
137,30099.209,30906,,
138,30325.973,31820,,
139,31502.783,33936,,
140,33869.383,34609,,
141,33762.117,33884,,
142,32389.156,31213,,
143,29321.762,28190,,
144,26847.348,26156,,
145,25626.895,24428,,
146,24557.656,23362,,
147,23991.07,23140,,
148,24078.152,23108,,
149,24248.367,23728,,
150,24916.113,26419,,
151,27649.33,31180,,
152,32911.555,33611,,
153,34245.03,34545,,
154,33927.08,34685,,
155,33486.484,34383,,
156,32969.805,33924,,
157,32502.088,33656,,
158,32375.027,32565,,
159,31124.094,31932,,
160,30794.223,31608,,
161,30707.633,31563,,
162,30827.232,32479,,
163,32030.848,34610,,
164,34424.117,35130,,
165,34076.758,34348,,
166,32704.574,31769,,
167,29775.264,28759,,
168,27265.312,26661,,
169,25980.96,24865,,
170,24849.135,23877,,
171,24366.867,23464,,
172,24296.154,23505,,
173,24533.4,24255,,
174,25347.488,27008,,
175,28193.984,31691,,
176,33371.86,34051,,
177,34527.89,35014,,
178,34287.14,35037,,
179,33694.992,34707,,
180,33202.625,34317,,
181,32844.094,34029,,
182,32662.516,32804,,
183,31241.066,32089,,
184,30871.25,31594,,
185,30611.074,31384,,
186,30593.77,32086,,
187,31598.25,34176,,
188,34031.977,34471,,
189,33449.55,33837,,
190,32380.686,31390,,
191,29563.266,28803,,
192,27468.875,27270,,
193,26650.93,25267,,
194,25172.453,23829,,
195,24246.74,23103,,
196,23914.867,22734,,
197,23825.25,22835,,
198,24068.916,23390,,
199,24665.16,24917,,
200,26150.11,26397,,
201,27531.809,28981,,
202,30055.922,30690,,
203,31304.238,30983,,
204,30804.652,30601,,
205,30026.506,30666,,
206,30173.66,29982,,
207,29353.266,28495,,
208,27843.234,27659,,
209,27334.541,27457,,
210,27436.666,28401,,
211,28653.723,30433,,
212,30918.93,31111,,
213,31072.512,30898,,
214,30370.416,29609,,
215,28813.045,27664,,
216,27004.723,25277,,
217,25078,23516,,
218,23908.994,22116,,
219,23050.84,21472,,
220,22760.867,21102,,
221,22656.67,21097,,
222,22783.332,21532,,
223,23235.021,22338,,
224,23987.457,22928,,
225,24512.184,25221,,
226,26630.117,27193,,
227,28462.693,27782,,
228,28523.04,27677,,
229,27985.63,27864,,
230,28069.16,27451,,
231,27558.4,26137,,
232,26233.613,25435,,
233,25741.219,25200,,
234,25721.844,26758,,
235,27478.914,29577,,
236,30555.02,31035,,
237,31489.477,30988,,
238,30622.125,29717,,
239,28934.943,27466,,
240,26767.219,25238,,
241,25055.113,23604,,
242,24003.916,22554,,
243,23428.117,22066,,
244,23260.969,22215,,
245,23568.904,23063,,
246,24446.473,26202,,
247,27600.508,30865,,
248,32675.18,33135,,
249,33807.805,34092,,
250,33587.9,34158,,
251,33042.58,33755,,
252,32425.36,33326,,
253,32042.488,33122,,
254,31985.451,32136,,
255,30848.115,31416,,
256,30355.027,30904,,
257,30057.209,30587,,
258,29910.54,31158,,
259,30772.916,33568,,
260,33672.04,34579,,
261,33937.758,33901,,
262,32445.863,31182,,
263,29281.3,28144,,
264,26806.352,26197,,
265,25677.969,24483,,
266,24610.623,23582,,
267,24184.35,23181,,
268,24106.791,23167,,
269,24279.605,23929,,
270,25090.074,26624,,
271,27848.047,30892,,
272,32476.47,32966,,
273,33509.473,33784,,
274,33256.656,33947,,
275,32919.742,33792,,
276,32584.488,33585,,
277,32370.688,33576,,
278,32455.523,32623,,
279,31254.262,32017,,
280,30886.23,31563,,
281,30616.795,31421,,
282,30659.48,31884,,
283,31333.52,34125,,
284,34044.613,34905,,
285,34050.69,34149,,
286,32578.629,31412,,
287,29436.383,28367,,
288,26959.365,26542,,
289,25963.883,24881,,
290,24924.076,23829,,
291,24349.834,23525,,
292,24360.656,23448,,
293,24486.504,24088,,
294,25186.137,26780,,
295,27959.217,31076,,
296,32646.422,32934,,
297,33375.74,33772,,
298,33239.44,34047,,
299,33054.844,34043,,
300,32863.57,33776,,
301,32498.898,33734,,
302,32561.613,32708,,
303,31281.55,32098,,
304,30942.96,31614,,
305,30642.367,31632,,
306,30897.543,32225,,
307,31680.402,34446,,
308,34310.28,35151,,
309,34197.586,34196,,
310,32504.576,31482,,
311,29487.898,28456,,
312,27029.95,26670,,
313,26071.852,24978,,
314,24992.7,23981,,
315,24468.31,23509,,
316,24327.639,23355,,
317,24382.883,24023,,
318,25119.523,26716,,
319,27901.148,30933,,
320,32487.543,32933,,
321,33438.766,33691,,
322,33147.273,33824,,
323,32804.695,33614,,
324,32415.408,33263,,
325,32042.578,33275,,
326,32218.277,32328,,
327,31030.52,31588,,
328,30486.422,31173,,
329,30312.77,30877,,
330,30158.955,31241,,
331,30754.94,33787,,
332,33898.844,34681,,
333,33960.836,33986,,
334,32495.094,31408,,
335,29514.525,28556,,
336,27180.76,26790,,
337,26190.309,25078,,
338,25069.14,23982,,
339,24449.979,23569,,
340,24367.523,23580,,
341,24581.068,24233,,
342,25306.652,26855,,
343,28012.414,31133,,
344,32681.857,33088,,
345,33537.273,34001,,
346,33460.234,34037,,
347,32927.59,33785,,
348,32522.828,33395,,
349,32124.016,33215,,
350,32073.846,31957,,
351,30581.746,31133,,
352,30063.418,30593,,
353,29786.342,30275,,
354,29658.045,30696,,
355,30330.291,32995,,
356,33131.797,33555,,
357,32906.777,32944,,
358,31727.219,30651,,
359,29097.275,28317,,
360,27224.023,26908,,
361,26448.408,25022,,
362,25051.305,23601,,
363,24111.686,22899,,
364,23781.023,22570,,
365,23717.21,22418,,
366,23734.314,22971,,
367,24310.428,24256,,
368,25559.18,25726,,
369,26945.078,28237,,
370,29388.715,29757,,
371,30464.648,29790,,
372,29760.586,29199,,
373,28843.715,29046,,
374,28778.787,28349,,
375,28074.691,27107,,
376,26903.86,26385,,
377,26438.062,26123,,
378,26413.537,26893,,
379,27376.273,29476,,
380,30268.496,30498,,
381,30810.719,30289,,
382,29960.984,28647,,
383,27979.16,26771,,
384,26347.926,24661,,
385,24719.598,22928,,
386,23544.68,21653,,
387,22764.414,20949,,
388,22409.646,20637,,
389,22331.098,20709,,
390,22514.61,21136,,
391,22955.215,21839,,
392,23604.203,22339,,
393,24043.441,24579,,
394,26068.238,26343,,
395,27696.334,26807,,
396,27707.984,26558,,
397,27085.156,26714,,
398,27151.07,26475,,
399,26867.79,25277,,
400,25676.004,24474,,
401,25040.477,24213,,
402,24969.137,25327,,
403,26200.617,28371,,
404,29496.047,29953,,
405,30694.04,29948,,
406,29882.92,28697,,
407,28210.066,26516,,
408,26130.584,24329,,
409,24447.895,22652,,
410,23343.498,21762,,
411,22884.148,21383,,
412,22799.11,21351,,
413,22938.594,22375,,
414,23918.459,25612,,
415,27120.904,30187,,
416,32048.041,32382,,
417,33199.406,33506,,
418,33230.734,33709,,
419,32780.203,33473,,
420,32299.746,33233,,
421,32073.934,33210,,
422,32156.82,31948,,
423,30584.822,31244,,
424,30205.984,30698,,
425,29878.371,30444,,
426,29819.82,30806,,
427,30402.096,33149,,
428,33274.95,34080,,
429,33505.6,33316,,
430,31954.434,30711,,
431,28988.42,27824,,
432,26642.588,26214,,
433,25800.895,24592,,
434,24757.875,23735,,
435,24333.15,23331,,
436,24233.246,23302,,
437,24383.111,23949,,
438,25084.781,26741,,
439,27952.092,30829,,
440,32362.756,32932,,
441,33477.29,34023,,
442,33582.668,34059,,
443,32956.04,34003,,
444,32794.594,33875,,
445,32643.832,33847,,
446,32664.934,32681,,
447,31192.738,32020,,
448,30848.14,31571,,
449,30619.236,31349,,
450,30565.254,31700,,
451,31127.824,33986,,
452,33941.383,34964,,
453,34205.117,34214,,
454,32640.477,31278,,
455,29243.46,28453,,
456,27083.76,26631,,
457,26052.422,25047,,
458,25068.441,24077,,
459,24558.258,23777,,
460,24565.531,23694,,
461,24676.426,24173,,
462,25223.469,26959,,
463,28110.398,31385,,
464,32983.656,33279,,
465,33670.355,34211,,
466,33626.492,34179,,
467,33001.97,33881,,
468,32570.758,33575,,
469,32304.502,33318,,
470,32121.85,32296,,
471,30951.648,31391,,
472,30248.336,31068,,
473,30253.113,30739,,
474,30041.604,31098,,
475,30633.799,33849,,
476,34044.85,34979,,
477,34330.586,34140,,
478,32547.018,31511,,
479,29560.012,28482,,
480,27057.295,26607,,
481,26002.04,24920,,
482,24941.055,23889,,
483,24391.89,23523,,
484,24350.004,23581,,
485,24600.234,24241,,
486,25325.387,27013,,
487,28190.148,31350,,
488,32926.438,33324,,
489,33735.65,34231,,
490,33633.477,33941,,
491,32682.906,33573,,
492,32280.77,33269,,
493,32059.336,33170,,
494,32081.902,32104,,
495,30792.781,31416,,
496,30364.379,31054,,
497,30244.105,30963,,
498,30321.824,31134,,
499,30604.754,33896,,
500,34075.406,34957,,
501,34275.82,34212,,
502,32648.086,31414,,
503,29411.742,28340,,
504,26925.28,26422,,
505,25845.262,24816,,
506,24876.234,23774,,
507,24314.883,23462,,
508,24315.488,23489,,
509,24534.217,24249,,
510,25348.543,26893,,
511,28070.715,31128,,
512,32670.627,33109,,
513,33562.312,34113,,
514,33595.305,33754,,
515,32509.74,33358,,
516,32094.98,33111,,
517,31960.86,32918,,
518,31840.34,31780,,
519,30503.047,30865,,
520,29822.766,30239,,
521,29463.918,29971,,
522,29427.453,30048,,
523,29670.701,32479,,
524,32726.016,33375,,
525,32950.12,32964,,
526,31868.639,30690,,
527,29151.621,28248,,
528,27140.463,26677,,
529,26217.504,24836,,
530,24905.574,23458,,
531,24016.646,22945,,
532,23848.7,22490,,
533,23671.594,22413,,
534,23735.145,23108,,
535,24442.25,24298,,
536,25601.549,25705,,
537,26908.105,28273,,
538,29423.508,29669,,
539,30349.475,29599,,
540,29558.223,29051,,
541,28734.248,28848,,
542,28608.305,28136,,
543,27902.707,26900,,
544,26751.232,26037,,
545,26139.793,25751,,
546,26104.08,26105,,
547,26632.16,28739,,
548,29578.32,29967,,
549,30469.209,29923,,
550,29783.762,28604,,
551,28099.598,26773,,
552,26409.59,24588,,
553,24669.818,22790,,
554,23434.195,21605,,
555,22729.93,20949,,
556,22420.38,20694,,
557,22386.18,20734,,
558,22543.857,21028,,
559,22867.656,21569,,
560,23366.398,22235,,
561,23949.98,24433,,
562,25952.002,25824,,
563,27184.809,26196,,
564,27159.941,25888,,
565,26545.86,26043,,
566,26624.146,25772,,
567,26328.312,24575,,
568,25174.416,23859,,
569,24614.545,23642,,
570,24566.504,24323,,
571,25332.957,27273,,
572,28440.656,29116,,
573,30084.82,29263,,
574,29469.377,28381,,
575,28151.758,26268,,
576,26034.098,24318,,
577,24518.352,22872,,
578,23572.523,21961,,
579,23069.275,21520,,
580,22908.684,21639,,
581,23160.182,22416,,
582,23942.352,25544,,
583,27011.53,29621,,
584,31337.67,31776,,
585,32641.713,33025,,
586,32918.703,33116,,
587,32277.04,32831,,
588,31769.59,32582,,
589,31553.793,32329,,
590,31349.076,31347,,
591,30239.02,30550,,
592,29640.637,30039,,
593,29367.066,29807,,
594,29326.71,29917,,
595,29585.996,32805,,
596,33204.58,34049,,
597,33688.9,33358,,
598,32048.328,30570,,
599,28811.432,27634,,
600,26475.242,25813,,
601,25440.969,24184,,
602,24433.44,23178,,
603,23892.324,22868,,
604,23880.742,22816,,
605,24021.03,23451,,
606,24698.379,26037,,
607,27298.828,29832,,
608,31330.059,31663,,
609,32332.324,32898,,
610,32770.93,33161,,
611,32393.285,33095,,
612,32094.291,32794,,
613,31710.928,32758,,
614,31789.867,31650,,
615,30429.719,30829,,
616,29839.822,30402,,
617,29684.676,30096,,
618,29533.672,30370,,
619,30008.727,32928,,
620,33178.477,34128,,
621,33700.28,33372,,
622,32019.227,30714,,
623,28968.793,27934,,
624,26753.797,26027,,
625,25596.371,24453,,
626,24632.871,23346,,
627,24001.79,22986,,
628,23948.615,23083,,
629,24229.258,23669,,
630,24875.773,26288,,
631,27521.008,30269,,
632,31790.516,32369,,
633,33029.164,33397,,
634,33073.906,33673,,
635,32780.746,33574,,
636,32450.764,33252,,
637,32056.484,32966,,
638,31831.203,31851,,
639,30562.383,31153,,
640,30145.98,30885,,
641,30147.734,30568,,
642,29919.535,30584,,
643,30075.385,33325,,
644,33568.72,34590,,
645,34101.89,33725,,
646,32229.646,31037,,
647,29179.72,28255,,
648,26979.05,26554,,
649,26039.16,24847,,
650,24913.861,23699,,
651,24239.594,23324,,
652,24185.896,23493,,
653,24543.693,24126,,
654,25245.555,26808,,
655,27993.41,30863,,
656,32365.367,32533,,
657,32946.67,33365,,
658,32907.367,33143,,
659,32100.738,32824,,
660,31721.475,32750,,
661,31764.633,32679,,
662,31723.523,31580,,
663,30378.746,30914,,
664,29974.902,30475,,
665,29752.69,30241,,
666,29678.984,30352,,
667,29935.463,32785,,
668,32987.94,33986,,
669,33579.168,33209,,
670,31885.094,30768,,
671,29106.797,28108,,
672,26941.512,26522,,
673,26067.348,24865,,
674,24958.297,23720,,
675,24268.494,23273,,
676,24141.64,23283,,
677,24351.201,23924,,
678,25062.133,26253,,
679,27427.895,29455,,
680,30754.508,30926,,
681,31498.867,32175,,
682,32168.205,32347,,
683,31719.176,32180,,
684,31325.031,31906,,
685,31020.043,31684,,
686,30854.752,30657,,
687,29692.36,29785,,
688,29011.455,29279,,
689,28764.086,28919,,
690,28579.758,28926,,
691,28745.39,31272,,
692,31644.77,32178,,
693,32022.473,31771,,
694,30966.777,29601,,
695,28418.445,27444,,
696,26671.092,26178,,
697,25968.594,24712,,
698,24953.04,23324,,
699,23988.666,22717,,
700,23693.078,22428,,
701,23641.879,22310,,
702,23674.121,22895,,
703,24267.65,23909,,
704,25247.758,25274,,
705,26518.02,27946,,
706,29158.879,29425,,
707,30201.562,29744,,
708,29848.45,29508,,
709,29256.152,29520,,
710,29262.506,28673,,
711,28293.654,27383,,
712,27077.41,26595,,
713,26566.54,26376,,
714,26606.928,26731,,
715,27135.812,28763,,
716,29413.688,29649,,
717,29993.766,29607,,
718,29484.678,28193,,
719,27755.793,26209,,
720,25950.162,24306,,
721,24515.285,22848,,
722,23560.3,21638,,
723,22809.574,20833,,
724,22350.22,20431,,
725,22178.244,20616,,
726,22438.385,21035,,
727,22887.04,21434,,
728,23277.102,22076,,
729,23818.422,24313,,
730,25849.256,26002,,
731,27404.176,26754,,
732,27747.258,26648,,
733,27238.715,27077,,
734,27545.965,26791,,
735,27139.555,25465,,
736,25781.29,24576,,
737,25076.982,24265,,
738,24978.605,25052,,
739,25899.113,27950,,
740,29029.172,29592,,
741,30390.48,29384,,
742,29378.553,28285,,
743,27946.398,26502,,
744,26259.121,24359,,
745,24536.566,22644,,
746,23357.85,21709,,
747,22845.3,21432,,
748,22837.623,21573,,
749,23127.719,22336,,
750,23891.975,25463,,
751,26943.758,29200,,
752,30851.803,31353,,
753,32266.652,32759,,
754,32789.645,33539,,
755,32966.625,33390,,
756,32317.936,33417,,
757,32360.621,33292,,
758,32189.844,32143,,
759,30784.02,31420,,
760,30345.97,30818,,
761,29948.637,30579,,
762,29927.91,30885,,
763,30443.2,33246,,
764,33358.53,34548,,
765,34062.79,33501,,
766,31966.09,30950,,
767,29170.023,28059,,
768,26811.02,26201,,
769,25724.95,24607,,
770,24742.496,23619,,
771,24218.057,23260,,
772,24167.457,23274,,
773,24367.34,23846,,
774,24999.344,26705,,
775,27927.29,30842,,
776,32400.152,33267,,
777,33905.27,34482,,
778,34024.83,34712,,
779,33568.9,34789,,
780,33490.13,34579,,
781,33161.18,34261,,
782,32839.996,33071,,
783,31464.164,32221,,
784,30915.207,31514,,
785,30441.22,31315,,
786,30523.336,31304,,
787,30645.611,33688,,
788,33708.727,34965,,
789,34370.777,33910,,
790,32263.559,31371,,
791,29485.871,28475,,
792,27107.357,26481,,
793,25892.336,24872,,
794,24913.123,23939,,
795,24453.205,23552,,
796,24384.79,23449,,
797,24478.152,24139,,
798,25227.771,26787,,
799,27960.256,30650,,
800,32097.17,32594,,
801,33106.305,33578,,
802,33170.566,33721,,
803,32744.018,33552,,
804,32389.426,33339,,
805,32173.715,33125,,
806,31997.793,32063,,
807,30756.54,31401,,
808,30363.88,30903,,
809,30066.98,30716,,
810,30070.297,30662,,
811,30117.828,33150,,
812,33302.773,34632,,
813,34229.414,33688,,
814,32170.545,30927,,
815,29062.266,28038,,
816,26778.312,26268,,
817,25794.16,24718,,
818,24842.793,23825,,
819,24394.941,23414,,
820,24290.105,23354,,
821,24414.584,23928,,
822,25050.293,26713,,
823,27912.248,30213,,
824,31593.299,32268,,
825,32868.887,33178,,
826,32833.96,33492,,
827,32650.754,33529,,
828,32485.64,33489,,
829,32391.145,33304,,
830,32165.113,32179,,
831,30818.934,31512,,
832,30445.512,30990,,
833,30124.543,30650,,
834,29950.197,30564,,
835,30010.18,32773,,
836,32856.977,34093,,
837,33702.945,33211,,
838,31837.066,30662,,
839,28973.51,28013,,
840,26865.51,26278,,
841,25844.334,24829,,
842,24959.38,23817,,
843,24385.133,23421,,
844,24287.152,23440,,
845,24488.748,24057,,
846,25168.578,26674,,
847,27851.219,30248,,
848,31627.133,32430,,
849,33060.797,33617,,
850,33324.332,34134,,
851,33272,34204,,
852,33042.773,34018,,
853,32735.43,33700,,
854,32401.555,32470,,
855,30982.234,31544,,
856,30343.656,30942,,
857,30027.605,30602,,
858,29900.648,30657,,
859,30142.004,32702,,
860,32737.805,33815,,
861,33368,33076,,
862,31795.93,30869,,
863,29289.914,28374,,
864,27215.096,26752,,
865,26252.725,25060,,
866,25092.346,23886,,
867,24377.844,23240,,
868,24079.568,22860,,
869,23947.629,22855,,
870,24078.49,23405,,
871,24662.16,24483,,
872,25709.867,26202,,
873,27358.746,28719,,
874,29826.535,30237,,
875,30855.062,30435,,
876,30320.33,29937,,
877,29456.938,29876,,
878,29480.008,29133,,
879,28665.66,27540,,
880,27099.365,26378,,
881,26260.191,26009,,
882,26223.697,26348,,
883,26790.617,28490,,
884,29203.027,30129,,
885,30696.152,30139,,
886,30008.41,28725,,
887,28163.191,26836,,
888,26426.816,24985,,
889,25015.959,23210,,
890,23769.293,21964,,
891,22992.014,21315,,
892,22678.65,21078,,
893,22662.162,21215,,
894,22903.318,21555,,
895,23275.129,21738,,
896,23470.156,22702,,
897,24292.047,24647,,
898,26106.686,26384,,
899,27691.762,26802,,
900,27673.592,26621,,
901,27141.264,26791,,
902,27221.184,26445,,
903,26818.443,25292,,
904,25684.117,24512,,
905,25074.84,24375,,
906,25119.309,24930,,
907,25789.623,27636,,
908,28678.418,29788,,
909,30710.852,29801,,
910,29844.242,28619,,
911,28196.297,26465,,
912,26115.72,24556,,
913,24675.225,23070,,
914,23704.684,21989,,
915,23063.646,21614,,
916,22957.322,21757,,
917,23246.627,22605,,
918,24099.646,25764,,
919,27223.225,29636,,
920,31293.943,32126,,
921,33044.414,33268,,
922,33077.22,33580,,
923,32740.363,33448,,
924,32340.004,33283,,
925,32157.523,32947,,
926,31801.83,31841,,
927,30556.52,31141,,
928,30136.215,30437,,
929,29607.55,30197,,
930,29613.426,30034,,
931,29565.172,32487,,
932,32717.838,33947,,
933,33681.28,33071,,
934,31747.668,30494,,
935,28842.352,27820,,
936,26716.422,26025,,
937,25639.031,24464,,
938,24662.309,23602,,
939,24237.17,22989,,
940,23950.129,23066,,
941,24192.258,23649,,
942,24845.527,26358,,
943,27595.23,29863,,
944,31276.277,32001,,
945,32703.36,32997,,
946,32750.19,33063,,
947,32201.85,32898,,
948,31876.625,32666,,
949,31635.537,32583,,
950,31632.52,31553,,
951,30388.867,30862,,
952,29928.688,30254,,
953,29506.64,29920,,
954,29366.75,29832,,
955,29426.898,32071,,
956,32282.21,33985,,
957,33924.195,33242,,
958,31974.443,30704,,
959,29022.977,27988,,
960,26828.455,26203,,
961,25768.773,24751,,
962,24893.508,23771,,
963,24354.408,23424,,
964,24301.018,23498,,
965,24550.156,24070,,
966,25182.57,26670,,
967,27840.97,30078,,
968,31413.303,31976,,
969,32549.41,32811,,
970,32499.389,32913,,
971,32089.283,32845,,
972,31883.45,32728,,
973,31746.537,32578,,
974,31605.432,31708,,
975,30579.84,31000,,
976,30043.332,30498,,
977,29743.19,30143,,
978,29545.3,29950,,
979,29477.98,32066,,
980,32213.895,33883,,
981,33782.195,32969,,
982,31674.49,30439,,
983,28823.918,27771,,
984,26688.52,26122,,
985,25750.951,24627,,
986,24813.625,23664,,
987,24280.414,23379,,
988,24279.648,23303,,
989,24389.63,23946,,
990,25080.584,26371,,
991,27548.488,29492,,
992,30774.004,30929,,
993,31477.17,31599,,
994,31439.201,32565,,
995,32222.11,32465,,
996,31636.422,32583,,
997,31750.262,32376,,
998,31438.398,31526,,
999,30446.625,30770,,
1000,29843.746,30212,,
1001,29490.297,29822,,
1002,29271.996,29729,,
1003,29337.947,31816,,
1004,32002.074,33455,,
1005,33353.67,32681,,
1006,31521.693,30169,,
1007,28648.514,27672,,
1008,26679.39,26339,,
1009,26018.527,24965,,
1010,25133.598,23935,,
1011,24497.064,23361,,
1012,24220.5,23315,,
1013,24360.084,23921,,
1014,25040.75,26151,,
1015,27308.629,28857,,
1016,30052.852,30648,,
1017,31345.283,32088,,
1018,32218.344,32504,,
1019,31981.543,32761,,
1020,32006.05,32655,,
1021,31722.078,32420,,
1022,31444.89,31274,,
1023,30110.629,30053,,
1024,29063.76,29357,,
1025,28713.395,28840,,
1026,28430.965,28620,,
1027,28398.256,30505,,
1028,30765.117,32065,,
1029,32189.596,31511,,
1030,30753.953,29090,,
1031,27945.812,26748,,
1032,26085.191,25424,,
1033,25364.324,23867,,
1034,24313.254,22761,,
1035,23620.18,22215,,
1036,23372.402,21963,,
1037,23331.676,21926,,
1038,23417.701,22436,,
1039,23928.625,22924,,
1040,24404.105,24362,,
1041,25717.7,26231,,
1042,27487.826,27538,,
1043,28511.219,28033,,
1044,28562.668,28253,,
1045,28490.863,28714,,
1046,28862.57,27965,,
1047,27872.46,26027,,
1048,25935.896,24806,,
1049,25058.402,24348,,
1050,24927.58,24582,,
1051,25371.762,26711,,
1052,27662.328,28703,,
1053,29641.695,28396,,
1054,28632.049,27115,,
1055,27035.666,24846,,
1056,24951.627,23163,,
1057,23736.562,21707,,
1058,22790.47,20672,,
1059,22169.96,20060,,
1060,21853.125,19861,,
1061,21825.479,19799,,
1062,21887.205,20118,,
1063,22199.613,19985,,
1064,22167.715,20695,,
1065,22705.23,22603,,
1066,24377.297,24386,,
1067,26052.543,25155,,
1068,26530.541,25847,,
1069,26882.555,26977,,
1070,27809.14,26668,,
1071,27182.904,24745,,
1072,25160.547,23495,,
1073,24157.129,23169,,
1074,24082.867,23818,,
1075,24873.914,25901,,
1076,27040.129,27921,,
1077,29017.316,28078,,
1078,28582.28,27042,,
1079,27136.236,25128,,
1080,25289.996,23447,,
1081,23998.213,22023,,
1082,23035.004,21175,,
1083,22546.059,20687,,
1084,22328.31,20704,,
1085,22469.812,21283,,
1086,23049.309,23751,,
1087,25336.82,25847,,
1088,27391.822,27872,,
1089,29111.902,29758,,
1090,30581.117,30991,,
1091,31259.523,31986,,
1092,31842.81,32411,,
1093,31862.55,32699,,
1094,31966.79,31895,,
1095,30796.797,30297,,
1096,29126.398,29598,,
1097,28868.805,29144,,
1098,28685.086,29188,,
1099,28947.871,30894,,
1100,31063.11,32388,,
1101,32401.826,31536,,
1102,30617.29,29138,,
1103,27958.648,26748,,
1104,26066.64,25339,,
1105,25274.418,23847,,
1106,24297.984,22805,,
1107,23665.303,22345,,
1108,23488.564,22316,,
1109,23633.918,22696,,
1110,24080.701,24544,,
1111,25865.582,26361,,
1112,27628.21,28189,,
1113,29214.531,30121,,
1114,30842.371,31271,,
1115,31439.895,31878,,
1116,31564.184,32190,,
1117,31599.639,32324,,
1118,31584.887,31311,,
1119,30236.367,29426,,
1120,28339.223,28485,,
1121,27878.254,28121,,
1122,27878.959,28233,,
1123,28217.938,30182,,
1124,30556.805,31799,,
1125,32018.734,31204,,
1126,30513.203,28975,,
1127,27941.762,26582,,
1128,25974.71,25039,,
1129,25030.836,23535,,
1130,24057.66,22648,,
1131,23568.016,22207,,
1132,23409.86,22056,,
1133,23440.322,22395,,
1134,23835.916,24167,,
1135,25531.664,25833,,
1136,27142.992,27433,,
1137,28501.035,29199,,
1138,29985.541,30108,,
1139,30387.191,30474,,
1140,30329.096,30519,,
1141,30141.035,30789,,
1142,30403.18,29810,,
1143,29127.676,28094,,
1144,27438.297,27153,,
1145,26882.988,26870,,
1146,26933.926,27144,,
1147,27419.76,29141,,
